rc 2 1.00e+00 6.80e+02 9.00e+00 2.00e-01 6.40e+02 1.5e+01
bchl_a 3 9.327708177758214925e-01 7.801765524518278880e+02 1.351709829501807292e+01 1.868076245195746388e-01 7.357920130940404988e+02 3.463805230157144877e+01 2.200819242001688658e-01 6.110172484692931221e+02 1.840540228157312796e+01
chl_a 2 8.724538119636549016e-01 6.661618306060493069e+02 8.878352383415863969e+00 2.245409111206238262e-01 6.250687236626940830e+02 3.685004581883253394e+01
chl_b 3 9.138061060049397222e-01 6.514902572497554729e+02 1.164620466754001171e+01 1.695460524563479066e-01 6.052384885566690400e+02 1.445649872553795667e+01 1.633274931576464695e-01 5.821592620125290978e+02 5.696023854826079003e+01
chl_d 2 8.543801669275433719e-01 6.988473663134240041e+02 1.189424426025113490e+01 2.434290904976909586e-01 6.570787747446227058e+02 4.001474455559654331e+01
chl_f 2 8.745562751800497470e-01 7.094259215770858873e+02 1.332439027673964382e+01 1.972934965763062931e-01 6.666164673579149849e+02 4.319979780499543409e+01
r_apc 2 7.133819899377812357e-01 6.512198324267496901e+02 8.502225629598672896e+00 6.393681701014387597e-01 6.130897639915874606e+02 3.140512907204842463e+01
r_pc 2 9.007754486206198674e-01 6.167174916452498792e+02 1.616777961877161829e+01 5.814556140023767750e-01 5.558603315308371293e+02 3.300788316075553297e+01
r_pe 3 6.199999999999999956e-01 5.670000000000000000e+02 9.000000000000000000e+00 9.100000000000000311e-01 5.370000000000000000e+02 2.200000000000000000e+01 6.350000000000000089e-01 4.950000000000000000e+02 9.199999999999999289e+00
