370,2477.166667
371,2531.678788
372,2593.875758
373,2658.954545
374,2710.475758
375,2786.39697
376,2865.666667
377,2943.842424
378,3022.042424
379,3096.863636
380,3186.539394
381,3277.09697
382,3368.060606
383,3459.29697
384,3555.869697
385,3645.924242
386,3725.242424
387,3800.736364
388,3880.390909
389,3952.872727
390,4051.59697
391,4155.406061
392,4245.878788
393,4320.272727
394,4429.178788
395,4513.593939
396,4606.742424
397,4705.20303
398,4792.966667
399,4889.506061
400,4957.309091
401,5047.060606
402,5136.269697
403,5200.139394
404,5259.418182
405,5296.642424
406,5324.236364
407,5337.215152
408,5332.227273
409,5316.230303
410,5264.266667
411,5205.627273
412,5127.612121
413,5025.087879
414,4920.939394
415,4799.30303
416,4684.554545
417,4559.966667
418,4417.230303
419,4285.79697
420,4165.912121
421,4048.984848
422,3934.142424
423,3831.790909
424,3747.093939
425,3659.618182
426,3578.439394
427,3499.80303
428,3429.184848
429,3370.251515
430,3313.872727
431,3257.645455
432,3203.433333
433,3152.445455
434,3110.921212
435,3067.130303
436,3028.463636
437,2989.748485
438,2951.987879
439,2920.706061
440,2889.951515
441,2853.509091
442,2815.421212
443,2780.657576
444,2753.369697
445,2716.412121
446,2677.027273
447,2636.927273
448,2596.306061
449,2554.166667
450,2510.9
451,2457.242424
452,2410.278788
453,2365.10303
454,2307.793939
455,2252.163636
456,2200.360606
457,2141.784848
458,2078.860606
459,2025.321212
460,1961.857576
461,1907.290909
462,1845.70303
463,1780.7
464,1720.706061
465,1657.824242
466,1597.366667
467,1538.575758
468,1476.293939
469,1410.60303
470,1355.060606
471,1295.381818
472,1233.912121
473,1172.954545
474,1115.754545
475,1058.830303
476,1004.163636
477,946.9454545
478,891.4242424
479,842.3878788
480,787.6060606
481,737.1909091
482,691.7090909
483,646.5181818
484,601.6181818
485,562.0454545
486,522.6515152
487,483.3424242
488,445.9545455
489,411.4060606
490,385.5060606
491,363.8060606
492,333.9878788
493,301.9272727
494,278.3878788
495,257.7575758
496,238.6333333
497,219.3121212
498,202.0878788
499,189.3575758
500,176.9666667
501,166.2515152
502,154.2878788
503,144.1272727
504,137.8818182
505,129.8151515
506,119.8818182
507,115.3848485
508,111.7727273
509,105.2424242
510,104.1818182
511,100.6121212
512,99.52121212
513,98.47878788
514,95.23030303
515,93.65151515
516,92.92424242
517,92.43333333
