"Wavelength","UV_normalized","blue_normalized","light_blue_normalized","white_normalized","green_normalized","orange_normalized","red_normalized","red_2_normalized","far_red_normalized"
548.9,-0.000542061163750473,0.000313634913423791,0.00160928031173044,0.0923718327171592,0.238086602398685,0.000106308119407213,-0.000565749277013246,0.000742208343855166,-0.000348034598922501
550.8,-0.000364581549758748,0.000386739350882295,0.00142062407978858,0.0942698182827129,0.210318206752171,-2.6813443660823e-05,-0.000553984314712629,0.000918971251975674,-0.000343808091799154
552.6,-0.000441854571451946,7.1015880650739e-05,0.00109315591292584,0.0963999014828811,0.184212458842669,0.000108321541516462,-0.000695137424202498,0.000962502415915799,-0.000265965570685828
554.5,-0.000521188725580846,-0.000143600653500675,0.000759840313180275,0.0986411799405813,0.160294982578303,0,-0.000754237192127888,0.000868864443895833,-0.000321188451824206
556.3,-0.00030143089639858,0.000109005838130359,0.000664182512437551,0.100926099820697,0.139024422449925,-5.54216444063357e-05,-0.000503138527079942,0.00100251591004258,-0.000317521420609505
558.2,-0.000534461085119637,0,0.000247925589034364,0.103381533988068,0.120274232364815,0.00014038010596118,-0.000632817493562019,0.000926626181171757,-0.000390641733146746
560,-0.000464621473666248,0.000261361602988701,0.000395129047283358,0.106031293316488,0.104455479113694,0.000398651898020158,-0.000641811741145546,0.000903641406823206,-0.000365120355427992
561.9,-0.000668212468918886,3.79058213049e-05,-0.000109399864288584,0.108815287080536,0.0907635398266981,0.000346893602726559,-0.000778253578091663,0.000935720157109661,-0.000449531645499825
563.7,-0.000639039944876109,7.70291425498712e-05,0.000259381946320789,0.11172732140686,0.0795832719573512,0.000558101298006166,-0.000698844048280131,0.000969437821740971,-0.000432735772884824
565.5,-0.000690501588412243,0.000195844268815276,0.00011304904402104,0.114752063920437,0.0697352175117848,0.000836419277186702,-0.000766811160824906,0.000872142272585539,-0.000464527339154882
567.4,-0.000620078637590259,0.000239184297169762,-0.000153408653850698,0.118122038719292,0.0613481539692885,0.00103367500797726,-0.000837517262345736,0.0010226825511884,-0.000447888003840746
569.2,-0.000336803484587565,0.000202990894479759,-0.000234350481423975,0.121586444702062,0.0537660158575466,0.00148619517678773,-0.000794793264418103,0.00113978497980419,-0.000447693781634117
571.1,-0.000686412657219045,0,-0.000437814114785659,0.125086693919156,0.0471074826861069,0.00214547874524879,-0.000908678099488072,0.000881116327961626,-0.000507853385427543
572.9,-0.000437371191733317,-0.000210884847343229,-0.000568083471008223,0.128855818163137,0.0412375744774117,0.00289498009507616,-0.000946537483790281,0.000714546667595692,-0.000526533503330729
574.7,-0.000713712939669284,-0.000215081757705751,-0.000455225233770579,0.132982054744567,0.035984247544739,0.00383830385082797,-0.000801043235402071,0.000791215880118337,-0.00051015216467913
576.6,-0.00100113813560855,0,-0.000506623811047982,0.136910493534314,0.0310405576460432,0.00498663316661735,-0.000984819877972961,0.000913374959090809,-0.000566088160188113
578.4,-0.000928626274285696,-0.000134325877534442,-0.000603072664913536,0.14103571472667,0.0268670478417659,0.0065221955224561,-0.000769661189894584,0.00114867908813906,-0.000633491962404888
580.2,-0.000805424999638463,-9.13768349330681e-05,-0.000483504389126453,0.145382696892863,0.0230929751439545,0.00888518633122502,-0.000872616507177867,0.0013269010297617,-0.000655914481334303
582.1,-0.00096684333634821,-0.000139854119132245,-0.000717592511223257,0.149544776708617,0.0192188947255894,0.0113769282423763,-0.000779078447358583,0.00110568756672712,-0.000698359280579874
583.9,-0.000690468254734038,4.75616846507493e-05,-0.000686335975018136,0.153712238086466,0.0167199270833568,0.0150163661926874,-0.000703983618327861,0.00149636877037158,-0.000653099708757644
585.7,-0.000955782110797045,-0.000291061672664991,-0.00060670991922203,0.157589805883588,0.0140746334301488,0.0194598950742167,-0.000718048696853542,0.00159670230709308,-0.000696425755030305
587.6,-0.000923276218933726,-0.000197853638635068,-0.000856567426938282,0.161998016010964,0.0116276760051023,0.0246332340941411,-0.000519598899053793,0.00143654839678444,-0.00065865678293834
589.4,-0.000836486432112881,5.04173654044936e-05,-0.000824559589023538,0.165921479394247,0.010036447766443,0.0316439244416558,-0.000553677632549287,0.00197669059397538,-0.000776233688921154
591.2,-0.000852197705773702,0.000308175960440464,-0.000691797819192858,0.169638006484177,0.00848449193145301,0.0401507322464233,-7.35719934610243e-05,0.00196407894822413,-0.000737377652239851
593.1,-0.00119313456645874,5.22980563688312e-05,-0.00075472828144178,0.173277567082272,0.00686705813761021,0.05089417087382,9.98884956498642e-05,0.00227835076722989,-0.000859639081892986
594.9,-0.000772657993962535,-5.32235542907553e-05,-0.000665633439019628,0.176508128961219,0.00533504106534607,0.0645772057807193,0.000406597097109309,0.00291105165138444,-0.000764064363198377
596.7,-0.00106641658876083,-0.000378875093139314,-0.000833153844559017,0.179453569588089,0.00439401239972559,0.0818550936913639,0.000878697274209647,0.00309149212340071,-0.000855870591316614
598.6,-0.000969704477060842,-0.000220025995267259,-0.000635044726556394,0.182010116199483,0.00314533603798749,0.103912431077759,0.00126072278488706,0.00391400727015368,-0.000858369390452639
600.4,-0.00121651814171984,-0.000167589361669477,-0.00102113827761767,0.184216759735858,0.00224784210259025,0.132114908809523,0.00192052302119966,0.00429941196907813,-0.000918221717322145
602.2,-0.00111697266737239,-5.66929342012834e-05,-0.000763568995739146,0.186167931381126,0.0012806457018977,0.16844459754303,0.00267984690714022,0.00502171349967142,-0.000849261238613438
604,-0.00125189628552186,0.000114974557348757,-0.000940220300892316,0.187560943652224,0.000811649846559843,0.215005225202869,0.00395273651371435,0.00687318704034795,-0.000909041094510322
605.9,-0.000785274791163287,-0.000174750834894205,-0.000672498508080577,0.188344722478714,0.000328970674920389,0.274591046822346,0.00522904192507328,0.00851523930656874,-0.000921111859710332
607.7,-0.00128437995493304,-0.000471835667831825,-0.00113484719509795,0.188772302817922,-0.000832715648605146,0.35039877467218,0.00698414693251452,0.00984931558327924,-0.000920358161595058
609.5,-0.00129946344432099,-0.000179017033871202,-0.00103335388689636,0.18798781321908,-0.00117948824995771,0.441525293802889,0.00891816396890123,0.0122467874419155,-0.000881502124913755
611.3,-0.00112606720590943,-0.000361968671207269,-0.00104471086564976,0.185048363387749,-0.00178867569420316,0.544515384447837,0.011263029351696,0.0147467114338655,-0.000891192943372842
613.1,-0.00132723039826611,-0.000365680561268461,-0.00123133977551804,0.181242278981461,-0.0024954314618175,0.660636451807812,0.0140559573751333,0.017789196021003,-0.000862297317168781
615,-0.00133992497404934,-0.000492241164794888,-0.0013615137283489,0.177733906651772,-0.00299710389339798,0.79731685914568,0.0175397292724863,0.0214738152431581,-0.000883348685296178
616.8,-0.00186685264789455,-0.000931169689937552,-0.00131391538617415,0.174502024767029,-0.00363731895702936,0.960983654300157,0.0216975356886298,0.0258117816728609,-0.000749138241677038
