"Wavelength","UV_normalized","blue_normalized","light_blue_normalized","white_normalized","green_normalized","orange_normalized","red_normalized","far_red_normalized"
373.3,0.000221191725166637,-0.00026634223465515,-0.000400148724513653,9.29177147392411e-05,0.000152845754322544,-9.32977201355745e-05,2.84605450226399e-05,-7.49193199955052e-05
375.2,0.000517682761028299,2.15610380435121e-05,-0.000284228202648974,0.00013855509918877,0.000126779036531102,0.000125714724589461,3.85666393387732e-05,-7.00581427438885e-05
377.1,0.00104242483243426,-0.000281843634555714,-0.000385658659280568,0.000115371307888409,4.11143230619556e-05,-0.000189758074852016,-2.14011409047527e-05,-9.7223545032335e-05
378.9,0.00227074483814686,0.000111891922918619,-0.000295374406674424,8.83539762942883e-05,0,-5.93784642557767e-05,-0.000114436656226803,-0.000104086383505206
380.8,0.00401204139796932,-0.000128943462809239,-0.000339959222776223,0.000150055720070052,0.000155807881344298,0.000192920709432883,-9.66023721395089e-05,2.30191040444205e-06
382.7,0.00685929658362496,-0.000232520998508464,-0.000229611802924269,9.34653633526355e-05,5.08300996933111e-05,5.66111589975181e-05,-9.95747528207246e-06,1.3525510823616e-05
384.6,0.0120008276420197,-0.000190244453325107,-0.000400148724513653,0.00014731747700308,0.000111968401422329,1.84223464335499e-05,-9.73454673098128e-06,-4.4036546867587e-06
386.5,0.0208249656140929,-7.42657977054307e-05,-0.000285342823051519,0.000131435667214644,9.12335122700455e-05,-6.0248188765515e-06,9.51161817989011e-06,-2.15893460292391e-05
388.4,0.0348259311964492,-0.000328347834257407,-0.000367824732839848,0.000111355218056851,9.53804901005021e-05,1.17808138137293e-05,-4.19848771221712e-05,-8.46416744987387e-05
390.2,0.0565921381942299,-0.000312846434356843,-0.000259706553792984,0.000141840990869136,8.76789598439398e-05,-8.14378404573235e-05,-1.82801411894763e-05,-1.87298299988763e-05
392.1,0.0896532417962645,-0.000307209561665729,-0.000377856316462753,8.9449273521077e-05,6.93137723090605e-05,0,2.25157836602086e-05,3.2741458547654e-05
394,0.136480000634733,-0.000215610380435121,-0.000151588374746119,0.00014439668439831,1.1315325223103e-05,3.921666880275e-05,2.21442360750567e-05,-2.21612492353117e-05
395.9,0.195307587115222,-5.10136978545843e-05,-0.000284228202648974,0.000121212893097949,4.4550390407191e-05,4.96533629196108e-05,-1.30784749973489e-05,-8.50706019032931e-05
397.8,0.25648827705493,-3.353939251213e-05,-0.000271967378220979,0.000135451757046202,0.000109598699804925,5.43182489263896e-06,-2.57110928925155e-05,-2.1446370227721e-05
399.6,0.302373794509711,-8.24392631075464e-06,-0.000289801304661699,0.000119387397719968,3.78559833380254e-05,4.27746327062252e-05,-4.64434481439947e-05,3.83175148068614e-06
401.5,0.311786208346589,7.31384231672078e-05,-0.000192829329640284,0.000141293342255742,0.00010663657278317,5.80343445589082e-05,5.41716379151554e-05,4.91836757222401e-05
403.4,0.280019311647125,-0.000152195562660086,-0.000232955664131904,0.000127419577383085,4.73347898076405e-05,0.000135202628332061,-6.16768991352249e-05,-6.71986267135257e-05
405.3,0.224721380355466,0,-0.000201746292860644,0.000129062523223268,0.000165879113218265,1.54178435817263e-05,3.64859728619222e-05,2.94530151127368e-05
407.2,0.169423449063807,-3.12846434356843e-05,-0.000171651541991929,0.000156810052968582,0.000123224484104996,7.10802122049843e-05,-8.02542783928228e-06,-8.19251342698941e-05
409,0.128244138527465,0.000146558689968971,-0.000224038700911544,0.000176525403050778,6.10198166481473e-05,-7.02104876952459e-05,-3.16558542549468e-05,1.80149509912856e-06
410.9,0.101889379784206,0.000245203962063471,-0.000302062129089694,0.000157357701581976,7.523802635257e-05,3.969106398988e-05,1.96177124960234e-05,0.000106659947932532
412.8,0.0812997245160351,0.000197290544189,-0.000246331108962444,0.000224535931491683,5.92425404350945e-05,4.41978182676154e-05,-1.93947839449322e-05,7.03440943469247e-06
414.7,0.0629455175341227,0.000426993106351907,-0.000158276097161389,0.000184375033176097,0.000107821423591872,9.25070614903578e-05,7.65388025413032e-06,2.95959909142549e-05
416.5,0.046238482973664,0.000549595087383643,-0.000182797746017379,0.000208106473089853,0.000121447207891944,2.88590405504108e-05,-4.56260434566604e-05,-6.73416025150438e-05
418.4,0.0330611036020345,0.000925856339515521,-0.000200631672458099,0.000255569352917363,0.000106044147378819,-9.56696960712247e-06,0,1.88728058003944e-05
420.3,0.0240016552840393,0.00129084384626517,-0.000198402431653009,0.000312159709634779,0.000114930528444083,5.67692907265614e-05,2.61569499946978e-05,1.70141203806586e-06
422.2,0.0181188966359905,0.00201518198707336,-0.000127066725890129,0.000363273580218251,9.95274679309587e-05,2.3482561762937e-05,-1.85030697405675e-05,1.68711445791405e-06
424.1,0.0142362759282782,0.00288889725419607,-5.04923042352883e-05,0.000359622589462289,0.000197870085053216,8.85537682642741e-05,4.78553289675721e-05,1.00369012665734e-05
425.9,0.0112243035004772,0.00417128579142457,-4.39160438602728e-05,0.000489232761298951,0.000107821423591872,5.09974826164793e-05,3.65602823789526e-05,-1.65851929761042e-05
427.8,0.0086829517645201,0.00608782250640343,-8.73862395595276e-05,0.000589635007087915,6.99061977134115e-05,9.25070614903578e-05,2.18469980069351e-05,-9.90822304520708e-06
429.7,0.00627102071882008,0.00856804649049371,6.83262306760082e-05,0.000684560766742936,0.000157585157557351,-2.29291007112853e-05,2.16983789728743e-05,1.97306606095033e-05
431.6,0.00451795864170152,0.0118515248330678,0.000129295966695219,0.000852506341517203,9.6565340909204e-05,6.84710386757691e-05,2.88320926077919e-05,1.62992413730679e-06
433.4,0.00334140691209175,0.0164878526215093,0.000148244513538484,0.00103870687007128,0.000133295715978963,3.18635434022343e-05,-3.94583535431379e-05,6.36242316755722e-05
435.3,0.00251782070136491,0.0225474907644571,0.000441389679407818,0.00133078613054827,0.000151068478109491,0.000109110893039909,-4.65177576610251e-05,2.91670635097005e-05
437.2,0.00194131035385612,0.030580034349295,0.000617499703009927,0.00169223421538854,0.000164101837005212,2.26128372531986e-05,2.49679977222115e-05,0.000110091367168968
439.1,0.00140009655823563,0.0415719360969679,0.000897269424048721,0.00219059445357739,0.00015047605270514,8.14378404573235e-05,1.07005704523764e-05,6.79135057211164e-05
440.9,0.00105654345318957,0.0573551796320879,0.00147129893135939,0.00290253765099005,0.000127371461935453,8.53911336834072e-05,0.00010626260935346,6.60548203013805e-05
442.8,0.000754169658679863,0.0800435922138228,0.00205090154068279,0.00397957992399893,0.000167656389431317,0.000147853166655529,-9.21438011176854e-05,3.21695553415814e-05
444.7,0.000600041382100983,0.11048270474584,0.00278655100636249,0.00547648613394349,0.00016291698619651,0.00011622682084686,3.89381869239251e-05,3.05968215248819e-05
446.6,0.000477680002221567,0.14796790814175,0.00397919483708563,0.00748453104972276,0.00016291698619651,0.000152597118526829,6.71758033954739e-05,-1.28392269763289e-05
448.4,0.000388262070771224,0.18742601697955,0.00551737099259773,0.00982116513353865,0.000244079266592589,0.000107529575749476,7.41608979963307e-05,-2.73083780899647e-05
450.3,0.000242369656299613,0.219838034953457,0.00753483392120417,0.012212564078694,0.000239339863357782,4.91789677324808e-05,1.76113555362028e-05,6.56258928968261e-05
452.2,0.000225897932085076,0.2367486530268,0.0100873146430322,0.0140015495491155,0.000306876359453789,0.000138365262912928,2.11782123536616e-05,8.47846503002569e-05
454.1,0.000169423449063807,0.232520998508464,0.0133754448305399,0.0148960422843263,0.000207348891522831,0.000143109214784229,5.28340666086083e-05,2.07314912201303e-05
455.9,0.000290608277213613,0.208564289571229,0.0174995403199564,0.0146769828389685,0.000270738409788382,0.000165247656850297,5.98934707264955e-05,3.67447809901619e-05
457.8,0.000129420690257075,0.174743053424543,0.0230726423326814,0.0135816856121798,0.000311023337284246,0.000133621311041628,0.000115922846567411,2.40199346550475e-05
459.7,6.44750347826154e-05,0.142331035450636,0.0304291369894784,0.0122308190324738,0.000297397552984174,0.000120180114072943,9.14007059473815e-05,0.000103943407703688
461.5,4.02380691526541e-05,0.116683264706066,0.0407951067331468,0.0111537767594649,0.000301544530814631,0.000214268492853735,1.05519514183156e-05,2.5592668471747e-05
463.4,-2.41193104570003e-05,0.0986452720945,0.0551737099259773,0.0105148533771715,0.000202609488288023,0.000169200950076381,9.88316576504207e-05,4.63241596918773e-05
465.3,8.85943452396157e-05,0.0859623085394929,0.0749024910510237,0.0102410290704743,0.000337682480480038,0.00020082729588505,6.68785653273523e-05,-5.1185336943494e-05
467.2,6.44750347826154e-05,0.07497040679182,0.10031583622905,0.010076734486456,0.000341829458310495,0.000165247656850297,3.51484015553752e-05,-1.11807076787185e-05
469,-9.65948970009621e-05,0.0642603486787029,0.130410587097764,0.00982116513353865,0.000346568861545303,0.000155759753107696,7.38636599282091e-05,4.63241596918773e-05
470.9,1.61187586956538e-05,0.05326844693103,0.160505337966479,0.0092735165201443,0.000369081026910639,0.000209524540982434,2.81633069545184e-05,8.93598759488373e-05
472.8,-8.04761383053083e-06,0.0428402324524686,0.186141607225014,0.00859808323029127,0.000324056696179967,0.000106738917104259,9.88316576504207e-05,3.83175148068614e-05
474.6,-8.04761383053083e-06,0.0338212361466857,0.201746292860644,0.007849630125319,0.000463276666202439,0.000160503704978997,7.02968031107503e-05,2.23042250368298e-05
476.5,-0.000112713655696616,0.0267751452827929,0.203975533665734,0.00733849141948427,0.000539699543363711,0.000213477834208518,3.86409488558036e-05,1.27677390755699e-05
478.4,2.41193104570003e-05,0.0215610380435121,0.192829329640284,0.00708292206656691,0.000657592198829549,0.000142318556139012,0.000101804038331636,8.13532310638215e-05
480.2,0.000176482759441465,0.0178970707942879,0.172766162394474,0.00700990225144766,0.000693137723090605,0.000245104180017187,5.97448516924347e-05,0.0001229591893056
482.1,0.000144715862742002,0.0152195562660086,0.149359133941029,0.00711943197412653,0.0007523802635257,0.000182642147045065,5.2759757091578e-05,5.90490060269917e-05
484,8.04761383053083e-05,0.0125843182829126,0.128181346292674,0.00726547160436503,0.00096565340909204,0.000120180114072943,0.00012335379827045,6.70556509120075e-05
485.8,-3.22375173913077e-05,0.0107523346583005,0.110904730053227,0.0075392959110622,0.00116115379252785,0.000245104180017187,0.000101804038331636,6.37672074770903e-06
487.7,-0.000144715862742002,0.008680783944316,0.0969719750214146,0.00777661031019975,0.00142774522448578,0.000231662983048503,9.14007059473815e-05,2.87381361051461e-05
489.6,-4.02380691526541e-05,0.00715882831771514,0.0854913848752011,0.0080139247093373,0.00184836726157495,0.000218221786079818,0.000172398079510508,0.000137256769457414
491.4,-7.23579313710009e-05,0.00548185869210864,0.0751254151315327,0.00828774901603448,0.00222159526631604,0.000186595440271149,8.76852300958619e-05,0.000102084722283952
493.3,8.04761383053083e-06,0.00442494506252471,0.0650938315086277,0.00861633818407108,0.00270738409788382,0.000191339392142449,8.76852300958619e-05,5.90490060269917e-05
495.1,0,0.00360759852231314,0.0552851719662317,0.00898143725966732,0.00339459756693091,0.000200036637239833,0.000126326178951666,7.82077634304224e-05
497,-0.000136480000634733,0.00291708161765164,0.0462567467056173,0.0094195561503828,0.00425953865728329,0.000257754718340655,9.51161817989011e-05,6.70556509120075e-05
498.9,-6.43573796096544e-05,0.0022688412581735,0.0380085557267843,0.00978465522597903,0.00536737416341956,0.000186595440271149,0.000122610703100146,-3.50290713719442e-05
500.7,-2.41193104570003e-05,0.00208564289571229,0.0310979092310054,0.0102045191629147,0.00675364960960077,0.000191339392142449,9.51161817989011e-05,4.14629824402605e-05
502.6,-7.23579313710009e-05,0.00174743053424543,0.0257477312987894,0.0106061281460706,0.0085309258226536,0.000226919031177202,0.000101804038331636,3.03108699218456e-05
504.5,-8.03584831323473e-06,0.0014796790814175,0.0214007117288639,0.0109712272216668,0.0108413848996223,0.000249057473243271,6.66556367762612e-05,3.9890248623561e-05
506.3,-8.02408279593863e-05,0.00122601981031736,0.0180568505212289,0.0113180713434832,0.013803511921377,0.000173154243302465,8.39697542443424e-05,0.000105087214115833
508.2,-0.000136480000634733,0.00093713008489775,0.0153817615551209,0.0115736406964006,0.017535791968788,0.000200036637239833,8.02542783928228e-05,0.000101798770680915
510,-6.41220692637325e-05,0.0008680783944316,0.0129295966695219,0.011920484818217,0.0223344377440306,0.000195292685368533,4.555173393963e-05,7.79218118273861e-05
511.9,-0.000136480000634733,0.00062146521419535,0.0109901571690937,0.0121760541711344,0.0286733895705857,0.000185804781625932,0.000112207370715891,8.57854809108838e-05
513.8,-8.00055176134644e-05,0.000573551796320879,0.00911759489281806,0.0124133685702719,0.0368488601506288,0.00023482561762937,0.00017834284087294,-2.85951603036279e-05
515.6,4.80033105680786e-05,0.000403036397414671,0.00764629596145867,0.0127054478307489,0.0471570621863352,0.00023482561762937,0.000115179751397107,6.97721911408522e-05
517.5,-0.000111890069485889,0.000401627179241893,0.00635333629450647,0.0129975270912259,0.0598349658394454,0.000177107536528548,0.000108491894864372,3.1740627937027e-05
519.3,-0.000191777931926392,0.000353713761367421,0.00529444691208873,0.0133261162592625,0.07523802635257,0.000181060829754632,8.39697542443424e-05,6.80564815226345e-05
521.2,-0.000183542069819124,0.0001775614897701,0.00432472716187458,0.0136181955197395,0.0924183630787474,0.00027356789124499,9.06576107770776e-05,0.000128249293961771
523,-0.000127067586797855,0.000163469308042314,0.00362251630827123,0.0139467846877761,0.110191125209276,0.000167619632785947,5.57321377727936e-05,2.84521845021098e-05
524.9,-7.1769655506196e-05,0.000204336635052893,0.00317666814725324,0.0142936288095925,0.127371461935453,0.000176316877883331,8.32266590740384e-05,9.0074754956428e-05
526.7,-3.18845518724248e-05,0.000170515398906207,0.00277540480233704,0.0146039630238493,0.142182097044227,0.000158922387688563,0.000101060943161332,6.63407719044168e-05
528.6,-1.58834483497319e-05,0.00012232013739718,0.00217350978496274,0.0149142972381061,0.152253328918193,0.000158922387688563,3.13586161868252e-05,3.31703859522084e-05
530.4,-1.60011035226929e-05,8.15937322038793e-05,0.00180568505212289,0.0152246314523629,0.156400306748649,0.000176316877883331,0.000118152132078322,9.0074754956428e-05
532.3,-0.000175306207711856,6.13009905158678e-05,0.00147129893135939,0.0154802008052803,0.154030605131246,0.000132039993751194,6.97023269745072e-05,-3.15976521355089e-06
534.2,-7.1887310679157e-05,6.8065237745205e-05,0.00139327550318124,0.0157722800657572,0.146921500279034,0.000230081665758069,6.62840891911092e-05,3.01678941203275e-05
536,-0.000160011035226929,6.82061595624828e-05,0.000941854240150521,0.0160278494186746,0.135665417596366,0.000137574604267712,8.39697542443424e-05,3.33133617537266e-05
537.9,-0.000321198622183467,-1.36835084576799e-05,0.000811443653052757,0.0163016737253718,0.122632058700646,0.000137574604267712,0.000118895227248626,4.77539177070587e-05
539.7,-0.000274136552999076,-5.49595087383643e-05,0.000555080960467408,0.0166120079396286,0.109006274400574,0.000128877359170327,0.000101804038331636,-3.83175148068614e-05
541.6,-0.000234133794192344,-2.0715507139845e-05,0.000502693801547793,0.0168858322463258,0.0971577663135549,0.000134411969686845,0.000109234990034675,-1.1223600419174e-05
543.4,-0.000145892414471611,-3.46667670503529e-05,0.000425784993772188,0.0172144214143624,0.0864941090352379,0.000143899873429445,-1.77599745702636e-05,5.47597319814475e-05
545.3,-0.000228251035544295,4.18537797315236e-05,0.000361137010424578,0.0175612655361788,0.0776077279699738,0.000126505383234677,0.000107005704523764,6.80564815226345e-05
547.1,-5.75333795779178e-05,6.313297414048e-05,0.000295374406674424,0.0179081096579952,0.0704986231177624,0.000100413647942525,0.000115179751397107,4.88977241192038e-05
548.9,2.48252414947661e-05,9.89271157290557e-05,0.000137098309513034,0.0182549537798116,0.063981943669902,7.79589424183699e-05,3.61887347938006e-06,1.97306606095033e-05
550.8,-0.000158834483497319,-7.13064395425957e-06,6.26416666230287e-06,0.0186200528554079,0.0581761747072628,0.000120180114072943,7.30462552408748e-06,-3.97472728220428e-05
552.6,8.44764141859815e-06,-0.000115274046533287,-0.00011369128105959,0.0191677014688022,0.0523704057446235,7.47963078375029e-05,5.90017565221308e-05,8.03524004531945e-05
554.5,-0.000170600000793417,-3.63578288576871e-05,-4.48077401823088e-05,0.0195328005443984,0.0468608494841597,0.000179479512464198,0.00012335379827045,4.74679661040224e-05
556.3,-0.000224721380355466,-0.000184607580633993,-5.18298487183423e-05,0.0200804491577928,0.0415882633854363,9.09257441999243e-05,4.15390200199888e-05,2.40199346550475e-05
558.2,-0.000165893793874978,-9.70951321044436e-05,-0.000144900652330849,0.020445548233389,0.0364341623675831,0.00023719759356502,1.14436656226803e-05,1.21529431290419e-05
560,-0.000240016552840393,-0.000211382725916786,-0.000152702995148664,0.0209931968467834,0.0316947591327755,9.80416720068749e-05,9.73454673098128e-05,3.1740627937027e-05
561.9,-0.000216485518248198,-5.38321342001414e-05,-6.75459963942267e-06,0.0217233949979758,0.027607023842754,0.000254592083759788,8.24835639037345e-05,2.68794506854103e-05
563.7,-0.000229427587273905,-0.000195881326016221,-0.000206204774470824,0.0222710436113702,0.023815501254908,0.000237988252210237,1.59765461615342e-05,-4.00332244250791e-05
565.5,-0.000130597241986684,7.94799049447114e-06,-0.000181683125614834,0.0228186922247645,0.0208533742331533,0.000268033280728472,-2.44478311029988e-05,7.39184893848782e-06
567.4,-0.000198837242304051,-0.000233930216681243,-0.000149359133941029,0.023548890375957,0.0182467024540091,0.000372400221897081,2.89807116418527e-05,7.70639570182773e-05
569.2,-0.000174129655982246,-0.00014796790814175,-0.000209548635678459,0.0242790885271495,0.0161732135387808,0.000566111589975181,4.22078056732624e-06,-1.5298410762441e-05
571.1,-9.83597245953768e-05,-0.000117528795609733,-0.000383429418475478,0.0250092866783419,0.0142182097044227,0.000517090753971743,6.45006607823798e-05,-1.17097181443356e-05
572.9,-0.000270606897810247,-0.000188835235152329,-0.000353334667606763,0.0257394848295344,0.0126186611126751,0.00067759445895074,6.57639225718965e-05,4.17489340432968e-05
574.7,-0.000296491035861662,-0.000209973507744007,-0.000215121737691184,0.026652232518525,0.0113745677635381,0.000925070614903578,1.33757130654705e-05,0.000142117946709031
576.6,-0.000291784828943223,-0.000222656471299014,-0.000281998961843884,0.0273824306697174,0.010011989333531,0.00120180114072943,4.10188534007761e-05,-3.31703859522084e-05
578.4,-0.000320022070453857,-0.0002367486530268,-0.000366710112437303,0.028295178358708,0.00900486614613436,0.00168410291431164,9.73454673098128e-05,-3.3742289158281e-05
580.2,-0.000249428966677271,-0.000342440015985193,-0.000342188463581313,0.0290253765099005,0.00793850041830266,0.00208733882337218,3.797216320253e-05,-6.89143363317433e-05
582.1,-0.000365907587908638,-0.000188835235152329,-0.000390117140890748,0.0299381241988911,0.00693137723090605,0.00264079987502389,4.84498051038152e-06,-4.17489340432968e-05
583.9,-0.000191777931926392,-0.000145149471796193,-0.000246331108962444,0.0308508718878816,0.00616122420524983,0.00328913996410161,0.000128555464462577,2.01595880140577e-05
585.7,-0.000345906208505272,-0.0002762067618646,-0.000449192022225633,0.0315810700390741,0.00537329841746307,0.00423002375190952,0.000171654984340204,5.49027077829657e-05
587.6,-0.000423558622659517,-0.000221247253126236,-0.000493776838327433,0.0324938177280647,0.00462091815393737,0.00548717099780413,0.000118152132078322,2.57356442732651e-05
589.4,-0.000275313104728686,-0.000419947015488014,-0.000323239916738049,0.0332240158792572,0.00406996252789099,0.00694988949145508,0.000115179751397107,7.13449249575517e-06
591.2,-0.000342376553316443,-0.000146558689968971,-0.000430243475382368,0.0341367635682477,0.00353085540993163,0.00877631096190574,0.000133757130654705,4.36076194630326e-05
593.1,-0.000285902070295174,-0.000243794743890693,-0.000344417704386403,0.0348669617194402,0.00312800613497299,0.0110692210330343,0.000201378791152361,-3.94613212190066e-05
594.9,-0.000392968277689663,-0.000312846434356843,-0.000378970936865298,0.0355971598706327,0.0027607023842754,0.0140737238848578,0.000292779497099742,-7.53482474000596e-06
596.7,-0.000270606897810247,-0.000394581088378,-0.000434701956992548,0.036144808484027,0.00247041393614344,0.0177898195173765,0.000359658062427095,-0.000127677390755699
598.6,-0.000275313104728686,-0.000279025198210157,-0.000470369809873988,0.0366924570974214,0.00212680720161989,0.0225337713886769,0.000509020191658182,-4.93266515237582e-05
600.4,-0.000345906208505272,-0.000328347834257407,-0.000577373368518307,0.0370575561730176,0.00199054935861917,0.0287009088213674,0.000574412566644926,-5.53316351875201e-05
602.2,-0.000323551725642687,-0.000195881326016221,-0.000394575622500928,0.0374226552486138,0.00166471538622615,0.0366865611380564,0.00078024992881911,-1.33682374419461e-05
604,-0.000232957242462734,-0.00012823885372285,-0.000410180308136558,0.0377877543242101,0.00147513925683385,0.0468069917968306,0.000899145156067737,-0.000124817874725336
605.9,-0.000235310345921954,-0.000496044796818057,-0.000394575622500928,0.0379703038620082,0.0013151843976591,0.0598528594429067,0.00122610703100146,-2.74513538914828e-06
607.7,-0.000322375173913077,-0.000119642622868901,-0.000526100830001238,0.0381528533998063,0.00111968401422329,0.0766938885860231,0.00169425698829293,3.61728777840894e-05
609.5,-0.000369437243097468,-0.000302981907147393,-0.000339959222776223,0.0377877543242101,0.000953804901005021,0.0964603547164414,0.00197663315300841,-7.03440943469247e-05
611.3,-0.000372966898286297,-0.000171924617078986,-0.000441389679407818,0.0372401057108157,0.000740531755438681,0.11859879678251,0.00247450691711204,-6.26234010649452e-05
613.1,-0.000261194483973369,-0.000333984706948521,-0.000695523131188077,0.0365099075596232,0.000663516452873058,0.143899873429445,0.00297238068121566,2.58786200747833e-05
615,-0.000541213795620494,-0.000324120179739071,-0.000614155841802292,0.0357797094084308,0.000598349658394454,0.173154243302465,0.00368575204470742,-4.36076194630326e-05
616.8,-0.000398851036337712,-0.0004537682516347,-0.000531673932013963,0.0352320607950364,0.000379744684188956,0.211105858272868,0.0043842615047931,0.000111235173581113
618.6,-0.000565921381942299,-0.0005326844693103,-0.000781348902184042,0.034501862643844,0.000349530988567057,0.253010766469355,0.0056177994874976,-0.000141689019304476
620.4,-0.000704754486036252,-0.000319892525220736,-0.000753483392120417,0.0337716644926515,0.000117300230061487,0.285427770923241,0.00694050889063857,3.57439503795349e-05
622.2,-0.000437677243414834,-0.000566505705456986,-0.000656511417099002,0.0332240158792572,0.00024467169199694,0.288590405504108,0.00824835639037346,8.09243036592671e-05
624.1,-0.000517682761028299,-0.000570733359975321,-0.000695523131188077,0.0324938177280647,0.000110783550613627,0.252220107824138,0.0101060943161332,3.31703859522084e-05
625.9,-0.000720049658521179,-0.000627102086886464,-0.000837079922311291,0.0319461691146703,-5.98349658394454e-05,0.188967416206799,0.0122610703100146,0.000130536906786062
627.7,-0.000708284141225081,-0.000419947015488014,-0.000750139530912782,0.0312159709634779,-0.000137442693809419,0.125714724589461,0.0150848319571695,4.27497646539238e-05
629.5,-0.000588275864804885,-0.000555231960074757,-0.000870518534387641,0.0306683223500835,0.000121447207891944,0.0806471818121068,0.0183544507065067,2.7594329693001e-05
631.3,-0.000544743450809324,-0.000810300449347678,-0.000759056494133141,0.0301206737366892,-5.22519206637533e-05,0.0524997340423911,0.0219213075239655,2.77373054945191e-05
633.1,-0.000861235866074352,-0.000387534997514107,-0.000903957146463991,0.0295730251232948,-0.000122632058700646,0.0354215073057096,0.0261569499946978,6.20514978588726e-06
634.9,-0.000645926899555764,-0.000469269651535264,-0.000931822656527616,0.0288428269721024,-0.000184836726157495,0.023956956950067,0.0312099971527644,3.11687247309545e-05
636.7,-0.000965948970009621,-0.000890625885196057,-0.000925134934112346,0.0279300792831118,-0.000274292962214487,0.016208502226943,0.0373033775492565,0.000154413865639591
638.6,-0.000748286900031814,-0.000515773851236957,-0.000870518534387641,0.0271998811319193,-0.000115522953848434,0.0106738917104259,0.0448086387693261,0.000193017332049489
