3.530434782608695059e+02 1.149425287356314884e-05
3.547826086956521294e+02 4.597701149425259537e-05
3.565217391304347530e+02 8.045977011494250268e-05
3.582608695652173765e+02 1.091954022988506052e-04
3.600000000000000000e+02 1.321839080459769164e-04
3.608695652173912549e+02 1.551724137931032141e-04
3.626086956521738784e+02 1.839080459770117638e-04
3.652173913043477569e+02 2.011494252873562703e-04
3.678260869565217490e+02 1.896551724137931214e-04
3.686956521739130039e+02 1.666666666666663629e-04
3.713043478260869392e+02 1.436781609195405260e-04
3.713043478260869392e+02 1.206896551724137540e-04
3.739130434782608745e+02 9.770114942528745634e-05
3.739130434782608745e+02 7.471264367816069787e-05
3.765217391304347530e+02 4.597701149425259537e-05
3.800000000000000000e+02 5.172413793103440018e-05
3.843478260869565020e+02 6.321839080459754903e-05
3.878260869565217490e+02 8.045977011494250268e-05
3.913043478260869392e+02 9.770114942528745634e-05
3.956521739130434980e+02 1.091954022988506052e-04
3.973913043478260647e+02 1.436781609195405260e-04
3.973913043478260647e+02 1.896551724137931214e-04
3.991304347826086882e+02 2.126436781609194191e-04
3.991304347826086882e+02 2.471264367816088385e-04
4.000000000000000000e+02 2.816091954022987729e-04
4.000000000000000000e+02 2.816091954022987729e-04
4.008695652173912549e+02 3.275862068965513683e-04
4.026086956521738784e+02 3.620689655172412485e-04
4.043478260869565020e+02 3.965517241379311829e-04
4.086956521739130039e+02 4.022988505747125405e-04
4.086956521739130039e+02 3.735632183908043974e-04
4.104347826086956275e+02 3.448275862068967963e-04
4.104347826086956275e+02 3.045977011494255043e-04
4.121739130434782510e+02 2.758620689655174154e-04
4.130434782608695627e+02 2.471264367816088385e-04
4.130434782608695627e+02 2.068965517241376007e-04
4.200000000000000000e+02 2.126436781609194191e-04
4.234782608695651902e+02 2.413793103448275080e-04
4.269565217391303804e+02 2.701149425287356241e-04
4.269565217391303804e+02 3.160919540229886531e-04
4.286956521739130039e+02 3.505747126436780997e-04
4.295652173913043725e+02 3.850574712643680341e-04
4.304347826086956275e+02 4.195402298850574806e-04
4.304347826086956275e+02 4.597701149425287184e-04
4.304347826086956275e+02 5.114942528735631593e-04
4.304347826086956275e+02 5.459770114942530395e-04
4.304347826086956275e+02 5.747126436781611284e-04
4.304347826086956275e+02 6.034482758620687837e-04
4.304347826086956275e+02 6.494252873563218127e-04
4.304347826086956275e+02 6.954022988505746249e-04
4.304347826086956275e+02 7.298850574712646136e-04
4.304347826086956275e+02 7.643678160919540601e-04
4.304347826086956275e+02 7.988505747126437235e-04
4.313043478260869961e+02 8.390804597701149612e-04
4.321739130434782510e+02 8.735632183908048414e-04
4.321739130434782510e+02 9.252873563218392281e-04
4.321739130434782510e+02 9.597701149425286746e-04
4.321739130434782510e+02 9.942528735632186632e-04
4.321739130434782510e+02 1.034482758620689901e-03
4.321739130434782510e+02 1.086206896551724288e-03
4.321739130434782510e+02 1.132183908045977100e-03
4.321739130434782510e+02 1.178160919540229912e-03
4.321739130434782510e+02 1.229885057471264516e-03
4.330434782608695059e+02 1.270114942528735753e-03
4.339130434782608745e+02 1.298850574712643625e-03
4.339130434782608745e+02 1.344827586206896654e-03
4.339130434782608745e+02 1.362068965517241595e-03
4.339130434782608745e+02 1.385057471264367892e-03
4.339130434782608745e+02 1.419540229885057772e-03
4.339130434782608745e+02 1.454022988505747436e-03
4.339130434782608745e+02 1.494252873563218674e-03
4.339130434782608745e+02 1.528735632183908337e-03
4.347826086956521294e+02 1.551724137931034852e-03
4.365217391304347530e+02 1.580459770114942724e-03
4.365217391304347530e+02 1.580459770114942724e-03
4.365217391304347530e+02 1.609195402298850813e-03
4.382608695652173765e+02 1.591954022988506089e-03
4.382608695652173765e+02 1.557471264367816209e-03
4.382608695652173765e+02 1.528735632183908337e-03
4.400000000000000000e+02 1.500000000000000248e-03
4.408695652173912549e+02 1.459770114942529010e-03
4.417391304347826235e+02 1.413793103448276198e-03
4.417391304347826235e+02 1.362068965517241595e-03
4.417391304347826235e+02 1.310344827586206991e-03
4.417391304347826235e+02 1.252873563218390813e-03
4.417391304347826235e+02 1.201149425287356427e-03
4.417391304347826235e+02 1.166666666666666763e-03
4.417391304347826235e+02 1.109195402298850802e-03
4.417391304347826235e+02 1.063218390804597990e-03
4.417391304347826235e+02 1.017241379310344961e-03
4.417391304347826235e+02 9.655172413793107911e-04
4.417391304347826235e+02 9.137931034482760792e-04
4.408695652173912549e+02 8.620689655172414758e-04
4.426086956521738784e+02 8.160919540229884467e-04
4.426086956521738784e+02 7.643678160919540601e-04
4.426086956521738784e+02 7.068965517241380990e-04
4.443478260869565020e+02 6.264367816091955150e-04
4.443478260869565020e+02 5.689655172413793371e-04
4.443478260869565020e+02 5.057471264367818017e-04
4.443478260869565020e+02 4.425287356321837783e-04
4.443478260869565020e+02 3.793103448275862428e-04
4.452173913043477569e+02 3.505747126436780997e-04
4.504347826086956275e+02 3.678160919540226061e-04
4.547826086956521294e+02 3.908045977011493917e-04
4.600000000000000000e+02 4.080459770114938439e-04
4.652173913043477569e+02 4.195402298850574806e-04
4.695652173913043725e+02 4.367816091954024207e-04
4.765217391304347530e+02 4.367816091954024207e-04
4.826086956521738784e+02 4.367816091954024207e-04
4.904347826086956275e+02 4.425287356321837783e-04
4.982608695652173765e+02 4.310344827586206295e-04
5.043478260869565020e+02 4.252873563218392719e-04
5.104347826086956275e+02 4.080459770114938439e-04
5.173913043478261216e+02 4.195402298850574806e-04
