"Wavelength","UV_normalized","blue_normalized","light_blue_normalized","white_normalized","green_normalized","orange_normalized","red_normalized","red_2_normalized","far_red_normalized"
328.1,-0.0865665178442256,-0.0534263719636988,-0.0738872873764151,0.0109793614453671,-0.26400903622827,-0.096770700744618,-0.124363064765673,-0.00969781594018184,-0.0625278972019521
330,-0.0452406458400133,-0.0136334059549415,-0.0550883829541567,0.016085184482384,-0.205960308776813,-0.0665440266814871,-0.0924387417419146,0.01715791419683,-0.0544629795078469
331.9,-0.0532729511649127,-0.0223359569493415,-0.0494240768816862,0.0133924132727748,-0.178175537022067,-0.0511034702197943,-0.0789218840213248,-0.0151362933656932,-0.0422903838947847
333.7,-0.034297710401573,-0.0165371532103848,-0.0318197660285767,0.0124388004697097,-0.143981375861686,-0.0462441426945529,-0.0666795973715841,0.000889410833487407,-0.0363192975416901
335.6,-0.0315201038865239,-0.018237476012869,-0.0292428409159821,0.0113171204670584,-0.121234681657636,-0.033612892235392,-0.0507975222053254,-0.00220693807266695,-0.0313050251482585
337.5,-0.0367415801304294,-0.0177155149816508,-0.0328696803542154,0.0052620711077776,-0.101834643726523,-0.032811726303853,-0.0428987856102432,0.00306253130772154,-0.0252750691746831
339.4,-0.0220226278473313,-0.0127422553890503,-0.0204315267638243,0.00533984991087269,-0.0817064324987157,-0.0275339250381054,-0.0349844399505716,0.0071957933384001,-0.0201048856295903
341.3,-0.0214430440731476,-0.00899051447616064,-0.0181639312482458,0.00547757728491732,-0.0729873235062428,-0.0212554785423109,-0.0300499450928942,-0.00435183724135313,-0.0181447835249407
343.2,-0.0175387370123032,-0.0069190026675572,-0.0177508345621926,0.00565035588980846,-0.0629541471794353,-0.0193481629262783,-0.0234932073436082,-0.00186060749013505,-0.0145558702210493
345,-0.0151576012658293,-0.00863728111956405,-0.0172585212598993,0.00546153413754261,-0.0553452853769838,-0.0177348012585848,-0.020620927954218,0.00353765657364654,-0.0124414687191696
346.9,-0.00842910943025672,-0.00754782653904374,-0.0106130072043782,0.00516569037684044,-0.0434460042419204,-0.0132838718438867,-0.0191288663533245,0.00505872897975273,-0.011113788905369
348.8,-0.0101095045934962,-0.0061572040465185,-0.0098727404870613,0.0039200516759927,-0.041654768126176,-0.0140873323382808,-0.0159248837661624,0.00149021284819823,-0.0105689695262262
350.7,-0.00760727870532815,-0.00366796107961519,-0.00838098125333776,0.00412361687761809,-0.0356034897912897,-0.0104901279755702,-0.014230136981041,0.00466059271451523,-0.0087764319056355
352.6,-0.00858811107529657,-0.00455497412538479,-0.00677248006930619,0.00348396237634152,-0.0324474922639008,-0.00852670916180788,-0.0114678613110674,0.00200435227023486,-0.00749562051924934
354.5,-0.00548403451590358,-0.00226647017299077,-0.00654149255743957,0.00310514102048359,-0.0303996088722508,-0.00835450335545411,-0.010100608775407,0.00127995212980974,-0.00668055978203594
356.4,-0.00793423764361905,-0.00313004387032063,-0.00669181650162536,0.00248888108348001,-0.0257787779184744,-0.00742661394266953,-0.00996370162759238,-0.000505025459338423,-0.00672956175488439
358.2,-0.00669653594939967,-0.00419748446818469,-0.0062127324696476,0.00306009836114549,-0.0266683977066798,-0.00763364712384393,-0.0104837288241502,0.000781482327850733,-0.0065836689904785
360.1,-0.00313185462456418,-0.00241611378351107,-0.0052300616345909,0.00294994895436017,-0.0236655565023837,-0.00714027067310714,-0.00865249790109454,0.00131568845723166,-0.0058439548740813
362,-0.00265400523626341,-0.00142184196253324,-0.00437734611959243,0.00308008121812867,-0.0214799322650443,-0.00542187027907114,-0.00855431730783708,0.00234004989628552,-0.00508836671584085
363.9,-0.00418922111969224,-0.00269320885117248,-0.00440477459470567,0.00265662335856238,-0.0207233485006711,-0.00575110597111321,-0.00707280980346137,0.00104290915261512,-0.00493113369363898
365.8,-0.000531716612280725,-0.00153822703810525,-0.00394636129759584,0.00245452031720406,-0.0195460840732632,-0.00527909621706187,-0.00661037540212981,0.000992782357774977,-0.00448070050923974
367.7,-0.00152526022487148,-0.00294171741617596,-0.00448103370580309,0.00258408396309093,-0.0197282559858159,-0.00430002214969747,-0.0066719867912205,0.00237322791838865,-0.0045394657715199
369.5,0.000488071716283761,-0.00164730711403684,-0.00430164352827992,0.00252616617029009,-0.0176094220651946,-0.00448682455639192,-0.00629250462744942,0.00125300997692118,-0.00391705027257064
371.4,0.00305598717296864,-0.00136013550215598,-0.0043618271678762,0.00258688643693613,-0.0169630309773729,-0.00449501455549357,-0.00584504477588655,0.00274322282511941,-0.0041034340188002
373.3,0.00726847520004826,-0.00021903120873086,-0.00295020678317914,0.0023724768799967,-0.0159265178765212,-0.00484441286668326,-0.00596147824548636,0.00243854465105914,-0.00341802095276962
375.2,0.0132039810535661,-0.00233439281192385,-0.00367500225047561,0.00233961888955079,-0.0158799991395092,-0.00453170484273122,-0.00607983641004232,0.00123270342845324,-0.00370898321133242
377.1,0.0232961299119433,-0.00226712346564154,-0.00396569638498001,0.00189349754584504,-0.0157134544969837,-0.00377240900368692,-0.00619990776461418,0.00129690090254676,-0.00364500003902343
378.9,0.0436824297186227,-0.000802362155627417,-0.00308773077231208,0.00203687048314304,-0.0151517199465017,-0.00336558982500922,-0.00555524070677546,0.000582574089314403,-0.00354754107504063
380.8,0.0758599848516181,-0.00176038613286101,-0.00357541701010797,0.00158896205466644,-0.0146365192610763,-0.00358016552962813,-0.00541695877684929,0.00123086464650536,-0.00349994214022214
382.7,0.135909806130406,-0.00171946625682642,-0.00312469958659513,0.00184764257524746,-0.0134870753076084,-0.00349693650963116,-0.00538227196665062,0.000462413686372239,-0.00314032378103566
384.6,0.239541144972662,-0.000373782379975358,-0.0016182164294195,0.00234961031804238,-0.0134571369074305,-0.00313570188906017,-0.00481884395635646,0.00208070169459265,-0.00268307252753208
386.5,0.408711561885861,-0.000732242077778113,-0.00264178351838415,0.00277944482099557,-0.0135691600773734,-0.00335068652567306,-0.00428308079224514,0.00186084733125869,-0.00293281329686717
388.4,0.686570436629217,-0.000718087403678098,-0.00224527112192117,0.00239587144426969,-0.0127998990116616,-0.00273825406857784,-0.00522890973448563,0.00225930338466105,-0.00283876336743654
390.2,1.12211338722523,-0.00035248108021086,-0.00152596134964735,0.00279512242830351,-0.0126899332557785,-0.00228490751636287,-0.00488070915137543,0.00179145329948637,-0.00260344722049224
392.1,1.77832750978633,-0.000519506234591036,-0.00133280128258907,0.0027967064352595,-0.0134470918858448,-0.00264134854522665,-0.00471309148623856,0.0031852500159825,-0.00255814416608643
394,2.71075026779511,0.000170291617634025,-0.000163839424676367,0.00266799571619508,-0.0127431839726183,-0.00233778469502888,-0.00439099061275345,0.0030499796222512,-0.00255114057129219
395.9,3.88435796556111,0.000670397040171894,0.00112868572605078,0.00335504857946224,-0.0115946779579128,-0.00242854487924832,-0.00416133854864542,0.00527314694428426,-0.00237122703349837
397.8,5.08887931649482,0.00082526699189835,0.00254068772431463,0.00368720265346311,-0.012001244155376,-0.00239167284445779,-0.0040193341317711,0.00567240246809874,-0.00260995221499484
399.6,5.95290603354102,0.000813250366473582,0.00375553861363417,0.00402674875992524,-0.0112523908217714,-0.00285302764822154,-0.00419380455697161,0.00700695842705652,-0.00243659005312609
401.5,6.1131943585596,0.00208489440957072,0.00540027718594577,0.0046994643294626,-0.0109819316411854,-0.00122311559399397,-0.00405863174966691,0.00776301759580173,-0.0023691746555537
403.4,5.49073680746808,0.0018987060041013,0.00456673775267864,0.0050954660684585,-0.0111697463143577,-0.00205140734780033,-0.00377754168409353,0.00658659688436198,-0.00233739178580036
405.3,4.42061906930384,0.00187429661505889,0.0036064072118446,0.00460702330813391,-0.0106953308370574,-0.00250150516250757,-0.00410186335945111,0.00680437262462442,-0.00256732768773716
407.2,3.38299500065424,0.00354819076030737,0.0031167652045189,0.00434143814184732,-0.010345873007796,-0.0020000977417779,-0.00419869032109106,0.00560053007804884,-0.00250362280396304
409,2.62437159633879,0.00518348124891943,0.00322679711627749,0.00467375467810009,-0.0101166377486273,-0.00174404951743619,-0.00393094621724655,0.00553465371608986,-0.00196666507593029
410.9,2.10539378252105,0.00648222703865003,0.00130527740408414,0.00462144183298966,-0.00979059813233975,-0.00195446774678297,-0.00359905266502853,0.00459711476379262,-0.00200738796486635
412.8,1.68787968511923,0.00909814938956173,0.00114794131060853,0.00432718207924347,-0.0101078634827843,-0.0022749795562868,-0.00384573087682555,0.00346538444839058,-0.00204815723522488
414.7,1.30195902569597,0.0124030975195658,0.000852333901431675,0.00495497683613165,-0.00979814702657358,-0.00180175436547558,-0.00317265870551315,0.00335921477766057,-0.00227340861349137
416.5,0.957385905167768,0.0197460277272317,0.000985024118718581,0.00492252500131547,-0.00970597185108918,-0.0018963539667496,-0.00342219223400335,0.00332755574934048,-0.0021911627560815
418.4,0.689780692064921,0.0295762806173426,0.00083689445254185,0.00518774462753529,-0.00839252476658126,-0.00165854865302822,-0.00332289066456264,0.0021755188854705,-0.00211158383046413
420.3,0.506854132829909,0.043283667015797,0.00138344458301553,0.00603543204236437,-0.00893317082295112,-0.00208370161610269,-0.00363911170070919,0.00271460178436539,-0.0021242807448676
422.2,0.387309784906332,0.064366054352046,0.00151036289510469,0.00710804844494313,-0.00866451187966743,-0.0013061287887719,-0.00333915539446677,0.00331596342836469,-0.00178167277237508
424.1,0.305422493251418,0.0905695631841864,0.00177269042114416,0.00848467233638182,-0.00860487712802465,-0.00140523800120176,-0.00324850437708171,0.00370474588978035,-0.00162195834407061
425.9,0.237786015702886,0.131554115191201,0.0023036261965099,0.0101751326829201,-0.00865051843845242,-0.00128903315957913,-0.0030936827608291,0.00497702310363371,-0.00169973998956694
427.8,0.180384421822806,0.185574825093125,0.00309911557705473,0.0125151983436636,-0.00810740651081981,-0.00128176325746393,-0.00234061942111952,0.00555911751070084,-0.0018358578691855
429.7,0.132945019901007,0.258914131157953,0.00509447751442248,0.0160638206962597,-0.00806657591856109,-0.00159414186397638,-0.00332690925842712,0.00748720030361912,-0.00188460474421033
431.6,0.0959548816434257,0.358198182774977,0.0077410789040874,0.0200840303505461,-0.00754089149825787,-0.00179863057941045,-0.00344454830618628,0.00839387969800839,-0.00178959240026327
433.4,0.071648230165459,0.487378885765931,0.0109013798563512,0.0252171064303185,-0.00799907458374878,-0.00147541527505754,-0.00270523278759202,0.00949810823123338,-0.00169631935965915
435.3,0.0546953436588422,0.654966663695648,0.0143089345987662,0.0325625528408443,-0.00777735796272475,-0.00147038313968717,-0.00289328182995568,0.0135985919750149,-0.00191976186244898
437.2,0.0428587545301668,0.881523605795907,0.0194188038603827,0.0415628397491803,-0.00794836537839448,-0.00146605527608422,-0.0029503458628313,0.0177458447379056,-0.001799842694631
439.1,0.0338033052864302,1.20364419685079,0.0270127071322104,0.0554194076756212,-0.00754167815657483,-0.00135792684134269,-0.00281214853488122,0.0238669899483293,-0.00156735581445788
440.9,0.0255113306083106,1.6642812408436,0.0376061248401598,0.0744143723205841,-0.00694678293242439,-0.00145928517973944,-0.00261039397239029,0.0329460157895275,-0.00133653866549399
442.8,0.019806938257017,2.29123392380435,0.0513213641323882,0.102266900785593,-0.00664552305312086,-0.00114454385503955,-0.0027360702078784,0.0447745802721009,-0.00139093247870556
444.7,0.0148333534666991,3.06288142647209,0.069725855032801,0.13969048666541,-0.00750128627760825,-0.00114286269017541,-0.00195145033108564,0.060271115005497,-0.00130385135800232
446.6,0.011429051578936,3.86537424062966,0.0952990362882425,0.185629775171721,-0.00691589146543946,0,-0.00253382918402493,0.0798252019215436,-0.00141552622797475
448.4,0.00944434215613313,4.51105108283136,0.126460677919755,0.235624202716476,-0.00652523997084998,-0.00020733988016988,-0.00246642255957178,0.0933667117091328,-0.00124443675580745
450.3,0.00718325209610307,4.7943108575064,0.168044011154159,0.278073111587496,-0.00536944223866817,-0.000828689326578276,-0.0026590189581505,0.102430707506583,-0.00138474055880469
452.2,0.00774163565094813,4.62277204481181,0.223304994744463,0.304173687743623,-0.00488687274535175,-0.000828155443141691,-0.00187955980189949,0.102496104186295,-0.00124263947568641
